Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_Bin
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,High,Tier 3,Supermarket Type1,3969.4996,Perishable,FD,23,13.65,high
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,Small,Tier 3,Grocery Store,345.5502,Perishable,FD,12,6.51,medium
FDR47,17.85,Low Fat,0.08535471260000001,Breads,196.5794,OUT010,Small,Tier 3,Grocery Store,585.2382,Perishable,FD,12,11.01,high
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,Small,Tier 2,Supermarket Type1,1010.6844,Non_Perishable,FD,8,7.53,medium
NCU05,11.8,No_Fat,0.098312421,Health and Hygiene,81.4618,OUT010,Small,Tier 3,Grocery Store,161.1236,Non_Perishable,NC,12,6.9,medium
DRY23,9.395,Regular,0.191013663,Soft Drinks,42.1112,OUT019,Small,Tier 1,Grocery Store,42.6112,Non_Perishable,DR,25,4.48,low
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,Small,Tier 2,Supermarket Type1,3010.7476,Non_Perishable,FD,8,14.19,high
FDQ28,14.0,Regular,0.060134441,Frozen Foods,153.0656,OUT027,Medium,Tier 3,Supermarket Type3,6024.1584,Non_Perishable,FD,25,10.93,high
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,Small,Tier 2,Supermarket Type1,988.713,Perishable,FD,8,17.53,high
NCO17,10.0,No_Fat,0.128478462,Health and Hygiene,117.944,OUT019,Small,Tier 1,Grocery Store,239.688,Non_Perishable,NC,25,11.79,medium
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,High,Tier 3,Supermarket Type1,1374.2112,Perishable,FD,23,19.62,medium
FDT12,6.215,Regular,0.049381406,Baking Goods,226.8062,OUT027,Medium,Tier 3,Supermarket Type3,4739.8302,Non_Perishable,FD,25,36.49,very_high
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,Medium,Tier 3,Supermarket Type2,1012.016,Non_Perishable,FD,1,8.81,medium
FDO08,11.1,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,Small,Tier 1,Grocery Store,657.8104,Perishable,FD,25,14.93,high
NCW29,14.0,No_Fat,0.028907832,Health and Hygiene,130.431,OUT049,Medium,Tier 1,Supermarket Type1,778.986,Non_Perishable,NC,11,9.32,medium
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,Small,Tier 2,Supermarket Type1,2336.958,Non_Perishable,FD,8,9.1,high
NCB19,6.525,No_Fat,0.090436094,Household,85.0882,OUT049,Medium,Tier 1,Supermarket Type1,2233.0932,Non_Perishable,NC,11,13.04,medium
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,Medium,Tier 1,Supermarket Type1,1661.8368,Perishable,FD,11,10.09,medium
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,Medium,Tier 1,Supermarket Type1,4745.8224,Non_Perishable,FD,11,45.81,very_high
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,Small,Tier 2,Supermarket Type1,3124.5994,Perishable,FD,8,13.85,high
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,Medium,Tier 3,Supermarket Type2,467.3916,Perishable,FD,1,3.07,low
NCX06,17.6,No_Fat,0.01561108,Household,182.5976,OUT027,Medium,Tier 3,Supermarket Type3,5070.7328,Non_Perishable,NC,25,10.37,high
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,Small,Tier 1,Supermarket Type1,540.6296,Perishable,FD,13,3.58,low
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,Small,Tier 1,Supermarket Type1,992.7078,Non_Perishable,FD,13,2.53,low
NCN55,14.6,No_Fat,0.059582996,Others,238.8538,OUT049,Medium,Tier 1,Supermarket Type1,6008.845,Non_Perishable,NC,11,16.36,very_high
FDE40,15.6,Regular,0.098663652,Dairy,62.9194,OUT027,Medium,Tier 3,Supermarket Type3,2105.2596,Perishable,FD,25,4.03,low
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,Medium,Tier 3,Supermarket Type3,5359.69,Non_Perishable,FD,25,50.41,very_high
NCM53,18.75,No_Fat,0.052146456,Health and Hygiene,104.628,OUT045,Small,Tier 2,Supermarket Type1,745.696,Non_Perishable,NC,8,5.58,medium
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,Small,Tier 2,Supermarket Type1,3275.736,Non_Perishable,FD,6,30.78,high
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,Small,Tier 2,Supermarket Type1,1701.7848,Non_Perishable,FD,8,7.68,high
FDI24,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,Medium,Tier 3,Supermarket Type3,6704.606,Non_Perishable,FD,25,17.28,high
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,Small,Tier 1,Supermarket Type1,4119.9704,Perishable,FD,13,16.08,very_high
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,Small,Tier 3,Grocery Store,327.5736,Non_Perishable,FD,12,5.26,medium
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,Medium,Tier 1,Supermarket Type1,780.9834,Non_Perishable,FD,11,3.35,low
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,Small,Tier 2,Supermarket Type1,3630.6074,Non_Perishable,DR,8,11.76,high
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,Small,Tier 1,Grocery Store,317.5866,Non_Perishable,FD,25,20.75,medium
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,Small,Tier 3,Grocery Store,231.6984,Non_Perishable,FD,12,3.09,low
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,Small,Tier 2,Supermarket Type1,133.16,Non_Perishable,DR,6,3.47,low
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,Small,Tier 2,Supermarket Type1,5650.6446,Perishable,DR,6,17.77,very_high
FDL58,5.78,Regular,0.07731122380000001,Snack Foods,263.7568,OUT017,Small,Tier 2,Supermarket Type1,2636.568,Non_Perishable,FD,3,45.63,very_high
NCD30,19.7,No_Fat,0.026903714,Household,96.0726,OUT045,Small,Tier 2,Supermarket Type1,1272.3438,Non_Perishable,NC,8,4.88,medium
NCZ54,14.65,No_Fat,0.0813447597,Household,161.5552,OUT010,Small,Tier 3,Grocery Store,324.9104,Non_Perishable,NC,12,11.03,high
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,Small,Tier 3,Grocery Store,131.1626,Non_Perishable,FD,12,19.5,medium
FDR44,6.11,Regular,0.09157041555555555,Fruits and Vegetables,131.2968,OUT010,Small,Tier 3,Grocery Store,260.9936,Perishable,FD,12,21.49,medium
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,Small,Tier 3,Grocery Store,260.9936,Non_Perishable,FD,12,19.05,very_high
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,High,Tier 3,Supermarket Type1,3690.5294,Perishable,FD,23,9.34,high
FDA39,6.32,Low Fat,0.011040999499999999,Meat,40.2822,OUT035,Small,Tier 2,Supermarket Type1,1139.1838,Perishable,FD,6,6.37,low
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,1995.4026,Non_Perishable,FD,11,10.85,low
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,Small,Tier 2,Supermarket Type1,1416.8224,Non_Perishable,FD,3,16.29,medium
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,Small,Tier 1,Supermarket Type1,265.6542,Non_Perishable,FD,13,2.35,low
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,Small,Tier 2,Supermarket Type1,3552.7088,Non_Perishable,FD,3,16.23,medium
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,High,Tier 3,Supermarket Type1,2406.867,Non_Perishable,DR,23,12.77,high
NCO07,9.06,No_Fat,0.017116983,Others,211.956,OUT019,Small,Tier 1,Grocery Store,213.056,Non_Perishable,NC,25,23.39,very_high
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,High,Tier 3,Supermarket Type1,2956.152,Perishable,FD,23,5.98,medium
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,Small,Tier 1,Grocery Store,153.134,Perishable,DR,25,17.04,high
FDS49,9.0,Low Fat,0.07721649277777778,Canned,79.7644,OUT035,Small,Tier 2,Supermarket Type1,1649.8524,Non_Perishable,FD,6,8.86,medium
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,3101.2964,Non_Perishable,FD,25,10.89,high
NCX42,6.36,No_Fat,0.005949644,Household,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,4769.1254,Non_Perishable,NC,25,26.05,high
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,3435.528,Perishable,FD,25,31.78,high
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,Small,Tier 2,Supermarket Type1,1133.8574,Perishable,FD,8,6.13,medium
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,2603.278,Non_Perishable,FD,6,20.18,high
NCD06,13.0,No_Fat,0.099325278,Household,45.406,OUT046,Small,Tier 1,Supermarket Type1,605.878,Non_Perishable,NC,13,3.49,low
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,2293.0152,Non_Perishable,DR,25,20.74,high
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,119.1782,Non_Perishable,FD,25,6.75,medium
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,1929.4884,Non_Perishable,FD,23,7.56,medium
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,2074.6328,Non_Perishable,FD,25,15.59,medium
NCU05,11.8,No_Fat,0.058451805,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,241.6854,Non_Perishable,NC,25,6.78,medium
NCR38,17.25,No_Fat,0.113748685,Household,251.3724,OUT045,Small,Tier 2,Supermarket Type1,6795.1548,Non_Perishable,NC,8,14.57,very_high
NCR18,15.85,No_Fat,0.020603511,Household,42.7112,OUT017,Small,Tier 2,Supermarket Type1,639.168,Non_Perishable,NC,3,2.69,low
NCU41,18.85,No_Fat,0.052044976,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,3248.4382,Non_Perishable,NC,6,10.2,high
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,Small,Tier 2,Supermarket Type1,7222.5984,Perishable,FD,3,13.92,very_high
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,3225.1352,Perishable,DR,6,16.25,very_high
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,3755.112,Non_Perishable,FD,6,31.5,very_high
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,3440.8544,Non_Perishable,FD,23,14.95,high
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,974.7312,Perishable,FD,6,13.45,high
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,535.969,Perishable,FD,11,7.46,medium
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,Small,Tier 2,Supermarket Type1,5259.82,Non_Perishable,FD,3,15.0,very_high
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,306.268,Perishable,DR,25,8.29,high
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,1779.0176,Perishable,FD,1,6.57,medium
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,759.012,Perishable,FD,11,7.89,low
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,1877.556,Non_Perishable,FD,23,10.68,medium
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,Small,Tier 2,Supermarket Type1,3779.0808,Perishable,FD,8,13.07,high
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,41.2796,Non_Perishable,FD,25,6.5,low
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,Small,Tier 2,Supermarket Type1,259.662,Non_Perishable,FD,3,6.02,low
NCI17,8.645,No_Fat,0.143303291,Health and Hygiene,96.341,OUT013,High,Tier 3,Supermarket Type1,193.082,Non_Perishable,NC,23,11.14,medium
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,Small,Tier 2,Supermarket Type1,1687.803,Perishable,FD,8,6.3,medium
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,Small,Tier 2,Supermarket Type1,4655.9394,Non_Perishable,FD,3,14.01,medium
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,4950.8888,Perishable,FD,23,17.65,very_high
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,1418.154,Non_Perishable,DR,6,12.51,medium
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,Small,Tier 2,Supermarket Type1,1225.072,Non_Perishable,FD,3,26.54,very_high
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,Small,Tier 2,Supermarket Type1,5359.69,Perishable,FD,8,16.99,very_high
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,Small,Tier 2,Supermarket Type1,1764.37,Perishable,FD,8,19.81,high
NCR54,16.35,No_Fat,0.090486828,Household,195.211,OUT013,High,Tier 3,Supermarket Type1,2553.343,Non_Perishable,NC,23,11.94,high
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,1006.6896,Non_Perishable,FD,23,2.46,low
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,1081.925,Non_Perishable,FD,23,10.69,medium
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,Small,Tier 2,Supermarket Type1,308.9312,Non_Perishable,FD,3,2.32,low
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,2516.724,Non_Perishable,FD,23,11.38,high
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,Small,Tier 1,Supermarket Type1,1428.141,Non_Perishable,FD,13,14.34,medium
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,2093.2752,Perishable,FD,23,12.78,very_high
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,1929.4884,Perishable,FD,23,13.0,medium
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,5829.7448,Perishable,FD,6,13.3,very_high
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,2082.6224,Non_Perishable,FD,13,5.43,medium
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,7298.4996,Perishable,FD,25,8.95,high
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,7452.9652,Perishable,FD,23,15.31,very_high
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,Small,Tier 2,Supermarket Type1,450.0808,Perishable,FD,3,6.28,medium
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,Small,Tier 3,Grocery Store,500.6816,Non_Perishable,FD,12,31.68,very_high
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,Medium,Tier 3,Supermarket Type3,3668.558,Non_Perishable,FD,25,7.07,medium
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,736.3748,Perishable,FD,1,13.26,medium
NCZ18,7.825,No_Fat,0.186032678,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,6088.0752,Non_Perishable,NC,6,32.34,very_high
NCF07,9.0,No_Fat,0.031867464,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,2125.2336,Non_Perishable,NC,25,11.22,medium
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,Small,Tier 2,Supermarket Type1,2277.036,Non_Perishable,DR,3,7.37,high
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,573.2538,Perishable,FD,25,17.15,high
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,2267.049,Perishable,FD,6,24.14,high
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,Small,Tier 3,Grocery Store,296.9468,Perishable,FD,12,8.1,high
NCD06,13.0,No_Fat,0.099729888,Household,46.306,OUT018,Medium,Tier 3,Supermarket Type2,559.272,Non_Perishable,NC,1,3.56,low
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,5559.43,Perishable,FD,6,10.97,very_high
NCT54,8.695,No_Fat,0.119721451,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,1237.7222,Non_Perishable,NC,11,10.98,medium
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,Small,Tier 2,Supermarket Type1,569.259,Non_Perishable,DR,8,15.62,medium
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,3866.9664,Perishable,FD,25,16.28,high
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,Small,Tier 2,Supermarket Type1,1379.5376,Perishable,FD,8,15.45,high
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,1869.5664,Perishable,FD,1,20.17,high
FDV60,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,Medium,Tier 3,Supermarket Type3,5499.508,Non_Perishable,FD,25,9.71,high
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,925.462,Non_Perishable,FD,11,11.51,medium
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,583.2408,Non_Perishable,FD,6,6.76,low
NCM31,6.095,No_Fat,0.081196619,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,1418.154,Non_Perishable,NC,13,23.2,high
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,Small,Tier 2,Supermarket Type1,942.7728,Perishable,FD,3,4.15,medium
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,2364.9216,Non_Perishable,FD,13,16.15,medium
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,3251.7672,Non_Perishable,FD,25,5.07,medium
FDV20,20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,254.3356,Perishable,FD,25,6.2,medium
NCQ54,17.7,No_Fat,0.012540003,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,5895.659,Non_Perishable,NC,6,9.44,high
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,1134.5232,Perishable,FD,1,5.25,medium
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,Small,Tier 2,Supermarket Type1,7696.648,Non_Perishable,DR,8,23.95,very_high
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,Small,Tier 2,Supermarket Type1,2775.7202,Non_Perishable,DR,3,15.91,very_high
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,Small,Tier 2,Supermarket Type1,5317.0788,Perishable,FD,8,32.28,very_high
FDR04,7.075,Low Fat,0.021757498666666666,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,874.8612,Non_Perishable,FD,1,13.85,medium
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,1039.9796,Non_Perishable,FD,13,14.37,medium
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,3038.0454,Perishable,FD,6,12.31,very_high
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,3848.324,Perishable,FD,6,9.56,high
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,527.3136,Non_Perishable,FD,13,3.95,low
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,2390.8878,Non_Perishable,FD,13,13.37,medium
FDM50,13.0,Regular,0.029943463,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,1677.816,Non_Perishable,FD,25,4.63,low
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,801.6232,Non_Perishable,FD,23,6.75,medium
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,Small,Tier 2,Supermarket Type1,1267.0174,Non_Perishable,FD,8,16.35,medium
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,Small,Tier 2,Supermarket Type1,886.8456,Non_Perishable,FD,8,22.84,high
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,Small,Tier 3,Grocery Store,452.744,Perishable,FD,12,12.01,very_high
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,Small,Tier 2,Supermarket Type1,3877.6192,Non_Perishable,FD,8,11.05,high
FDY31,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,4414.254,Perishable,FD,25,24.52,high
DRQ35,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,5448.9072,Non_Perishable,DR,25,13.17,medium
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,4950.8888,Non_Perishable,FD,11,23.1,very_high
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,Small,Tier 2,Supermarket Type1,958.752,Non_Perishable,DR,3,4.17,low
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,Small,Tier 2,Supermarket Type1,1956.1204,Perishable,FD,3,13.45,high
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,2404.2038,Perishable,FD,11,4.95,medium
NCK19,9.8,No_Fat,0.151420934,Others,194.3478,OUT010,Small,Tier 3,Grocery Store,387.4956,Non_Perishable,NC,12,19.83,high
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,994.7052,Perishable,FD,23,10.1,high
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,Small,Tier 2,Supermarket Type1,1754.383,Perishable,FD,8,10.55,medium
NCW17,18.0,No_Fat,0.019292355,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,3340.9844,Non_Perishable,NC,25,7.22,medium
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,Small,Tier 2,Supermarket Type1,3918.8988,Perishable,FD,8,16.23,very_high
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,306.268,Perishable,DR,23,3.69,medium
FDN60,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,4278.4308,Non_Perishable,FD,25,10.49,high
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,Small,Tier 2,Supermarket Type1,4425.5726,Perishable,FD,8,16.09,very_high
FDN58,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,9267.936,Non_Perishable,FD,25,16.74,very_high
FDC41,15.6,Low Fat,0.2047,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,229.701,Non_Perishable,FD,25,4.93,medium
FDO01,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,2055.9904,Perishable,FD,25,6.13,medium
NCO43,5.5,No_Fat,0.04709821,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,3339.6528,Non_Perishable,NC,13,18.42,medium
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,Small,Tier 2,Supermarket Type1,6410.3224,Perishable,FD,8,14.69,very_high
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,Small,Tier 2,Supermarket Type1,1992.0736,Non_Perishable,FD,3,7.83,medium
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,Small,Tier 2,Supermarket Type1,2870.9296,Perishable,FD,3,13.23,medium
FDY49,17.2,Regular,0.011953902,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,2807.0128,Non_Perishable,FD,25,9.57,high
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,High,Tier 3,Supermarket Type1,539.298,Non_Perishable,FD,23,5.08,medium
NCY18,7.285,No_Fat,0.031125709,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,4377.635,Non_Perishable,NC,23,23.93,high
NCY30,20.25,No_Fat,0.026005891,Household,180.9976,OUT045,Small,Tier 2,Supermarket Type1,2716.464,Non_Perishable,NC,8,8.94,high
